timestamp,action_type,item_id,cursor_time,source,user_answer,platform
1548159541877,enter,e1376,,sprint,,mobile
1548159547423,quit,e1376,,sprint,,mobile
1548159547480,enter,b366,,sprint,,mobile
1548159547956,play_audio,b366,0,sprint,,mobile
1548159563524,respond,q366,,sprint,a,mobile
1548159563835,pause_audio,b366,16693,sprint,,mobile
1548159566090,submit,b366,,sprint,,mobile
1548159566149,enter,e366,,sprint,,mobile
1548159571270,quit,e366,,sprint,,mobile
1548159571327,enter,b720,,sprint,,mobile
1548159571868,play_audio,b720,0,sprint,,mobile
1548159589313,respond,q720,,sprint,a,mobile
1548159589582,pause_audio,b720,18416,sprint,,mobile
1548159591968,submit,b720,,sprint,,mobile
1548159592036,enter,e720,,sprint,,mobile
1548159596661,quit,e720,,sprint,,mobile
1548159596720,enter,b8315,,sprint,,mobile
1548159597326,play_audio,b8315,0,sprint,,mobile
1548159608966,respond,q11262,,sprint,a,mobile
1548159609488,pause_audio,b8315,12974,sprint,,mobile
1548159611426,submit,b8315,,sprint,,mobile
1548159611480,enter,e8315,,sprint,,mobile
1548159615022,quit,e8315,,sprint,,mobile
1548159615085,enter,b1280,,sprint,,mobile
1548159615603,play_audio,b1280,0,sprint,,mobile
1548159631374,respond,q1280,,sprint,c,mobile
1548159631578,pause_audio,b1280,16640,sprint,,mobile
1548159633356,respond,q1280,,sprint,a,mobile
1548159636314,submit,b1280,,sprint,,mobile
1548159636372,enter,e1280,,sprint,,mobile
1548159642549,quit,e1280,,sprint,,mobile
1548159642632,enter,b698,,sprint,,mobile
1548159643266,play_audio,b698,0,sprint,,mobile
1548159660784,respond,q698,,sprint,c,mobile
1548159661324,pause_audio,b698,18238,sprint,,mobile
1548159662885,submit,b698,,sprint,,mobile
1548159662926,enter,e698,,sprint,,mobile
1548159670036,quit,e698,,sprint,,mobile
1548159698085,enter,b2996,,sprint,,mobile
1548159730607,respond,q4464,,sprint,c,mobile
1548159734716,submit,b2996,,sprint,,mobile
1548159734771,enter,e2996,,sprint,,mobile
1548159751525,quit,e2996,,sprint,,mobile
1548159751590,enter,b4659,,sprint,,mobile
1548159765869,respond,q6127,,sprint,a,mobile
1548159770023,submit,b4659,,sprint,,mobile
1548159770075,enter,e4659,,sprint,,mobile
1548159776622,quit,e4659,,sprint,,mobile
1548159776677,enter,b4218,,sprint,,mobile
1548159784256,respond,q5686,,sprint,d,mobile
1548159786545,submit,b4218,,sprint,,mobile
1548159786592,enter,e4218,,sprint,,mobile
1548159800200,quit,e4218,,sprint,,mobile
1548159800255,enter,b6146,,sprint,,mobile
1548159809828,respond,q8795,,sprint,d,mobile
1548159812716,submit,b6146,,sprint,,mobile
1548159812762,enter,e6146,,sprint,,mobile
1548159819106,quit,e6146,,sprint,,mobile
1548159819159,enter,b3418,,sprint,,mobile
1548159836012,respond,q4886,,sprint,a,mobile
1548159838793,submit,b3418,,sprint,,mobile
1548159838844,enter,e3418,,sprint,,mobile
1548159861412,quit,e3418,,sprint,,mobile
1548159861482,enter,b3029,,sprint,,mobile
1548159875945,respond,q4497,,sprint,c,mobile
1548159879418,submit,b3029,,sprint,,mobile
1548159879477,enter,e3029,,sprint,,mobile
1548159885511,quit,e3029,,sprint,,mobile
1548159885571,enter,b3592,,sprint,,mobile
1548159910317,respond,q5060,,sprint,c,mobile
1548159913203,submit,b3592,,sprint,,mobile
1548159913260,enter,e3592,,sprint,,mobile
1548159934707,quit,e3592,,sprint,,mobile
1548159934774,enter,b6297,,sprint,,mobile
1548159943249,respond,q8946,,sprint,a,mobile
1548159948517,submit,b6297,,sprint,,mobile
1548159948573,enter,e6297,,sprint,,mobile
1548159998548,quit,e6297,,sprint,,mobile
1548160063353,enter,b4191,,sprint,,mobile
1548160076029,respond,q5659,,sprint,c,mobile
1548160079367,submit,b4191,,sprint,,mobile
1548160079434,enter,e4191,,sprint,,mobile
1548160101482,quit,e4191,,sprint,,mobile
1548160101544,enter,b3992,,sprint,,mobile
1548160112692,respond,q5460,,sprint,a,mobile
1548160115156,submit,b3992,,sprint,,mobile
1548160115209,enter,e3992,,sprint,,mobile
1548160118423,quit,e3992,,sprint,,mobile
1548213645236,enter,b413,,sprint,,mobile
1548213646479,play_audio,b413,0,sprint,,mobile
1548213660463,respond,q413,,sprint,c,mobile
1548213660957,pause_audio,b413,14282,sprint,,mobile
1548213662918,submit,b413,,sprint,,mobile
1548213663008,enter,e413,,sprint,,mobile
1548213669446,quit,e413,,sprint,,mobile
1548213669513,enter,b8316,,sprint,,mobile
1548213670101,play_audio,b8316,0,sprint,,mobile
1548213683301,respond,q11263,,sprint,a,mobile
1548213684389,pause_audio,b8316,15196,sprint,,mobile
1548213686105,submit,b8316,,sprint,,mobile
1548213686162,enter,e8316,,sprint,,mobile
1548213701127,quit,e8316,,sprint,,mobile
1548213701188,enter,b835,,sprint,,mobile
1548213701760,play_audio,b835,0,sprint,,mobile
1548213716920,pause_audio,b835,15806,sprint,,mobile
1548213716997,respond,q835,,sprint,a,mobile
1548213719686,submit,b835,,sprint,,mobile
1548213719740,enter,e835,,sprint,,mobile
1548213731530,quit,e835,,sprint,,mobile
1548213731589,enter,b887,,sprint,,mobile
1548213732034,play_audio,b887,0,sprint,,mobile
1548213748783,pause_audio,b887,17190,sprint,,mobile
1548213749043,respond,q887,,sprint,c,mobile
1548213751506,submit,b887,,sprint,,mobile
1548213751569,enter,e887,,sprint,,mobile
1548213756765,quit,e887,,sprint,,mobile
1548213756818,enter,b280,,sprint,,mobile
1548213757452,play_audio,b280,0,sprint,,mobile
1548213774555,pause_audio,b280,17832,sprint,,mobile
1548213774611,respond,q280,,sprint,a,mobile
1548213777037,submit,b280,,sprint,,mobile
1548213777092,enter,e280,,sprint,,mobile
1548213807326,quit,e280,,sprint,,mobile
1548213807401,enter,b8314,,sprint,,mobile
1548213807926,play_audio,b8314,0,sprint,,mobile
1548213826318,pause_audio,b8314,18918,sprint,,mobile
1548213828111,respond,q11261,,sprint,c,mobile
1548213834078,respond,q11261,,sprint,b,mobile
1548213836568,submit,b8314,,sprint,,mobile
1548213836625,enter,e8314,,sprint,,mobile
1548213847640,quit,e8314,,sprint,,mobile
1548213847700,enter,b810,,sprint,,mobile
1548213848160,play_audio,b810,0,sprint,,mobile
1548213870082,pause_audio,b810,22341,sprint,,mobile
1548213870791,respond,q810,,sprint,a,mobile
1548213873017,submit,b810,,sprint,,mobile
1548213873076,enter,e810,,sprint,,mobile
1548213884261,quit,e810,,sprint,,mobile
1548213884341,enter,b271,,sprint,,mobile
1548213884819,play_audio,b271,0,sprint,,mobile
1548213899735,respond,q271,,sprint,b,mobile
1548213901223,pause_audio,b271,16557,sprint,,mobile
1548213906529,submit,b271,,sprint,,mobile
1548213906587,enter,e271,,sprint,,mobile
1548213913435,quit,e271,,sprint,,mobile
1548213915772,enter,b271,,adaptive_offer,,mobile
1548213916275,play_audio,b271,0,adaptive_offer,,mobile
1548213932427,respond,q271,,adaptive_offer,c,mobile
1548213932766,pause_audio,b271,16695,adaptive_offer,,mobile
1548213934875,submit,b271,,adaptive_offer,,mobile
1548213934942,enter,e271,,adaptive_offer,,mobile
1548213941726,quit,e271,,adaptive_offer,,mobile
1548213941781,enter,b835,,adaptive_offer,,mobile
1548213942523,play_audio,b835,0,adaptive_offer,,mobile
1548213958771,respond,q835,,adaptive_offer,c,mobile
1548213958795,pause_audio,b835,15855,adaptive_offer,,mobile
1548213961650,submit,b835,,adaptive_offer,,mobile
1548213961696,enter,e835,,adaptive_offer,,mobile
1548213964922,quit,e835,,adaptive_offer,,mobile
1548213966702,enter,e271,,sprint,,mobile
1548213974024,quit,e271,,sprint,,mobile
1548213974099,enter,b902,,sprint,,mobile
1548213974774,play_audio,b902,0,sprint,,mobile
1548213989971,respond,q902,,sprint,a,mobile
1548213991131,pause_audio,b902,16724,sprint,,mobile
1548213993391,submit,b902,,sprint,,mobile
1548213993439,enter,e902,,sprint,,mobile
1548213998519,quit,e902,,sprint,,mobile
1548213998589,enter,b295,,sprint,,mobile
1548213999116,play_audio,b295,0,sprint,,mobile
1548214014061,pause_audio,b295,15648,sprint,,mobile
1548214014445,respond,q295,,sprint,c,mobile
1548214016863,submit,b295,,sprint,,mobile
1548214016917,enter,e295,,sprint,,mobile
1548214026249,quit,e295,,sprint,,mobile
1548220976631,enter,b3084,,sprint,,mobile
1548220989334,respond,q4552,,sprint,c,mobile
1548220991946,submit,b3084,,sprint,,mobile
1548220991995,enter,e3084,,sprint,,mobile
1548221033446,quit,e3084,,sprint,,mobile
1548221033498,enter,b5897,,sprint,,mobile
1548221049829,respond,q8546,,sprint,c,mobile
1548221052759,submit,b5897,,sprint,,mobile
1548221052820,enter,e5897,,sprint,,mobile
1548221058325,quit,e5897,,sprint,,mobile
1548221058382,enter,b4180,,sprint,,mobile
1548221103538,respond,q5648,,sprint,a,mobile
1548221106041,submit,b4180,,sprint,,mobile
1548221106086,enter,e4180,,sprint,,mobile
1548221114859,quit,e4180,,sprint,,mobile
1548221114928,enter,b2229,,sprint,,mobile
1548221120466,respond,q3697,,sprint,c,mobile
1548221124760,respond,q3697,,sprint,d,mobile
1548221126779,submit,b2229,,sprint,,mobile
1548221126833,enter,e2229,,sprint,,mobile
1548221132181,quit,e2229,,sprint,,mobile
1548221132266,enter,b2223,,sprint,,mobile
1548221140491,respond,q3691,,sprint,c,mobile
1548221152975,submit,b2223,,sprint,,mobile
1548221153029,enter,e2223,,sprint,,mobile
1548221162289,quit,e2223,,sprint,,mobile
1548221162348,enter,b6471,,sprint,,mobile
1548221167298,respond,q9120,,sprint,b,mobile
1548221169566,submit,b6471,,sprint,,mobile
1548221169607,enter,e6471,,sprint,,mobile
1548221174112,quit,e6471,,sprint,,mobile
1548221174173,enter,b3635,,sprint,,mobile
1548221190037,respond,q5103,,sprint,c,mobile
1548221195429,respond,q5103,,sprint,b,mobile
1548221197588,respond,q5103,,sprint,d,mobile
1548221206149,submit,b3635,,sprint,,mobile
1548221206199,enter,e3635,,sprint,,mobile
1548221210993,quit,e3635,,sprint,,mobile
1548221251276,enter,b4297,,sprint,,mobile
1548221270446,respond,q5765,,sprint,a,mobile
1548221273538,submit,b4297,,sprint,,mobile
1548221273597,enter,e4297,,sprint,,mobile
1548221299356,quit,e4297,,sprint,,mobile
1548221299426,enter,b2467,,sprint,,mobile
1548221308069,respond,q3935,,sprint,b,mobile
1548221311422,submit,b2467,,sprint,,mobile
1548221311494,enter,e2467,,sprint,,mobile
1548221357354,quit,e2467,,sprint,,mobile
1548221357415,enter,b7676,,sprint,,mobile
1548221385271,respond,q10325,,sprint,a,mobile
1548221388056,submit,b7676,,sprint,,mobile
1548221388108,enter,e7676,,sprint,,mobile
1548221394689,quit,e7676,,sprint,,mobile
1548827387679,enter,b507,,sprint,,mobile
1548827388466,play_audio,b507,0,sprint,,mobile
1548827404327,pause_audio,b507,16279,sprint,,mobile
1548827405580,respond,q507,,sprint,c,mobile
1548827409527,submit,b507,,sprint,,mobile
1548827409629,enter,e507,,sprint,,mobile
1548827447867,quit,e507,,sprint,,mobile
1548827447960,enter,b447,,sprint,,mobile
1548827448572,play_audio,b447,0,sprint,,mobile
1548827465164,pause_audio,b447,16927,sprint,,mobile
1548827466214,respond,q447,,sprint,a,mobile
1548827469191,submit,b447,,sprint,,mobile
1548827469266,enter,e447,,sprint,,mobile
1548827472756,quit,e447,,sprint,,mobile
1548827472834,enter,b921,,sprint,,mobile
1548827473468,play_audio,b921,0,sprint,,mobile
1548827489771,pause_audio,b921,16635,sprint,,mobile
1548827495102,respond,q921,,sprint,b,mobile
1548827497850,submit,b921,,sprint,,mobile
1548827497930,enter,e921,,sprint,,mobile
1548827501673,quit,e921,,sprint,,mobile
1549946778844,enter,b5204,,sprint,,mobile
1549946859871,respond,q6912,,sprint,a,mobile
1549946863525,submit,b5204,,sprint,,mobile
1549946863606,enter,e5204,,sprint,,mobile
1549946875057,quit,e5204,,sprint,,mobile
1549946875132,enter,b5087,,sprint,,mobile
1549946948638,respond,q6564,,sprint,c,mobile
1549946953640,submit,b5087,,sprint,,mobile
1549946953711,enter,e5087,,sprint,,mobile
1549946961121,quit,e5087,,sprint,,mobile
1549946961197,enter,b5194,,sprint,,mobile
1549947042395,respond,q6872,,sprint,b,mobile
1549947046661,submit,b5194,,sprint,,mobile
1549947046732,enter,e5194,,sprint,,mobile
1549947076539,quit,e5194,,sprint,,mobile
1549947103595,enter,e5194,,my_note,,mobile
1549947115185,quit,e5194,,my_note,,mobile
1550813529885,enter,b3331,,sprint,,mobile
1550813546583,respond,q4799,,sprint,b,mobile
1550813549260,submit,b3331,,sprint,,mobile
1550813549376,enter,e3331,,sprint,,mobile
1550813563929,quit,e3331,,sprint,,mobile
1550813564018,enter,b4720,,sprint,,mobile
1550813589508,respond,q6188,,sprint,d,mobile
1550813593913,submit,b4720,,sprint,,mobile
1550813593994,enter,e4720,,sprint,,mobile
1550813598211,quit,e4720,,sprint,,mobile
1550813628542,enter,b3307,,sprint,,mobile
1550813650359,respond,q4775,,sprint,b,mobile
1550813653083,submit,b3307,,sprint,,mobile
1550813653169,enter,e3307,,sprint,,mobile
1550813660184,quit,e3307,,sprint,,mobile
1550813722806,enter,b6191,,sprint,,mobile
1550813753618,respond,q8840,,sprint,c,mobile
1550813756596,submit,b6191,,sprint,,mobile
1550813756694,enter,e6191,,sprint,,mobile
1550813763538,quit,e6191,,sprint,,mobile
1550813869313,enter,b3921,,sprint,,mobile
1550813879666,respond,q5389,,sprint,c,mobile
1550813896271,submit,b3921,,sprint,,mobile
1550813896365,enter,e3921,,sprint,,mobile
1550813902395,quit,e3921,,sprint,,mobile
1550814868583,enter,b2443,,sprint,,mobile
1550814873120,respond,q3911,,sprint,b,mobile
1550814879341,submit,b2443,,sprint,,mobile
1550814879426,enter,e2443,,sprint,,mobile
1550814884240,quit,e2443,,sprint,,mobile
1550814910735,enter,b3923,,sprint,,mobile
1550814933529,respond,q5391,,sprint,a,mobile
1550814941686,submit,b3923,,sprint,,mobile
1550814941782,enter,e3923,,sprint,,mobile
1550814948179,quit,e3923,,sprint,,mobile
1550814969530,enter,b6136,,sprint,,mobile
1550814987969,respond,q8785,,sprint,c,mobile
1550814992637,submit,b6136,,sprint,,mobile
1550814992731,enter,e6136,,sprint,,mobile
1550814999549,quit,e6136,,sprint,,mobile
1550814999636,enter,b4012,,sprint,,mobile
1550815004804,respond,q5480,,sprint,b,mobile
1550815018138,submit,b4012,,sprint,,mobile
1550815018217,enter,e4012,,sprint,,mobile
1550815024203,quit,e4012,,sprint,,mobile
1550815024290,enter,b4707,,sprint,,mobile
1550815050536,respond,q6175,,sprint,a,mobile
1550815055931,submit,b4707,,sprint,,mobile
1550815056009,enter,e4707,,sprint,,mobile
1550815060085,quit,e4707,,sprint,,mobile
1551258114434,enter,b3010,,sprint,,mobile
1551258117797,respond,q4478,,sprint,a,mobile
1551258127747,respond,q4478,,sprint,b,mobile
1551258132521,submit,b3010,,sprint,,mobile
1551258132571,enter,e3010,,sprint,,mobile
1551258138676,quit,e3010,,sprint,,mobile
1551258472044,enter,e3010,,sprint,,mobile
1551258477513,quit,e3010,,sprint,,mobile
1551258477580,enter,b6899,,sprint,,mobile
1551258489617,respond,q9548,,sprint,d,mobile
1551258493264,submit,b6899,,sprint,,mobile
1551258493314,enter,e6899,,sprint,,mobile
1551258506530,quit,e6899,,sprint,,mobile
1551258530300,enter,b2713,,sprint,,mobile
1551258539523,respond,q4181,,sprint,a,mobile
1551258542421,submit,b2713,,sprint,,mobile
1551258542482,enter,e2713,,sprint,,mobile
1551258546786,quit,e2713,,sprint,,mobile
1551258577324,enter,b5042,,sprint,,mobile
1551258595062,respond,q6510,,sprint,c,mobile
1551258599042,submit,b5042,,sprint,,mobile
1551258599104,enter,e5042,,sprint,,mobile
1551258602148,quit,e5042,,sprint,,mobile
1551834723002,enter,e5042,,sprint,,mobile
1551834730019,quit,e5042,,sprint,,mobile
1551834730096,enter,b2707,,sprint,,mobile
1551834752677,respond,q4175,,sprint,d,mobile
1551834760551,submit,b2707,,sprint,,mobile
1551834760627,enter,e2707,,sprint,,mobile
1551834781604,quit,e2707,,sprint,,mobile
1551834781680,enter,b7650,,sprint,,mobile
1551834787615,respond,q10299,,sprint,d,mobile
1551834790538,submit,b7650,,sprint,,mobile
1551834790607,enter,e7650,,sprint,,mobile
1551834796075,quit,e7650,,sprint,,mobile
1551927940526,enter,e7650,,sprint,,mobile
1551927943515,quit,e7650,,sprint,,mobile
1553485757202,enter,e7650,,sprint,,mobile
1553485765993,quit,e7650,,sprint,,mobile
1553485766056,enter,b4215,,sprint,,mobile
1553485771014,respond,q5683,,sprint,a,mobile
1553485774750,submit,b4215,,sprint,,mobile
1553485774820,enter,e4215,,sprint,,mobile
1553485787559,quit,e4215,,sprint,,mobile
1553584351863,enter,e4215,,sprint,,mobile
1553584359291,quit,e4215,,sprint,,mobile
1553584359397,enter,b3211,,sprint,,mobile
1553584365114,respond,q4679,,sprint,b,mobile
1553584368482,submit,b3211,,sprint,,mobile
1553584368575,enter,e3211,,sprint,,mobile
1553584387981,quit,e3211,,sprint,,mobile
1554301802245,enter,e3211,,sprint,,web
1554301813646,quit,e3211,,sprint,,web
1554301816821,enter,b4385,,sprint,,web
1554301824057,respond,q5853,,sprint,c,web
1554301824755,submit,b4385,,sprint,,web
1554301825983,enter,e4385,,sprint,,web
1554301908478,quit,e4385,,sprint,,web
1554302904835,enter,e4385,,sprint,,web
1554302904972,quit,e4385,,sprint,,web
1554774818104,enter,e4385,,sprint,,mobile
1554774825972,quit,e4385,,sprint,,mobile
1554774826105,enter,b6454,,sprint,,mobile
1554774838935,respond,q9103,,sprint,b,mobile
1554774854246,submit,b6454,,sprint,,mobile
1554774854319,enter,e6454,,sprint,,mobile
1554774864279,quit,e6454,,sprint,,mobile
1554774879295,enter,b2339,,sprint,,mobile
1554774900231,respond,q3807,,sprint,c,mobile
1554774903958,submit,b2339,,sprint,,mobile
1554774904036,enter,e2339,,sprint,,mobile
1554774915052,quit,e2339,,sprint,,mobile
1554774915151,enter,b3780,,sprint,,mobile
1554774927501,respond,q5248,,sprint,a,mobile
1554774931201,submit,b3780,,sprint,,mobile
1554774931304,enter,e3780,,sprint,,mobile
1554774945999,quit,e3780,,sprint,,mobile
1554774946084,enter,b5141,,sprint,,mobile
1554774955143,respond,q6735,,sprint,b,mobile
1554774959410,submit,b5141,,sprint,,mobile
1554774959468,enter,e5141,,sprint,,mobile
1554774967546,quit,e5141,,sprint,,mobile
1554774967642,enter,b7131,,sprint,,mobile
1554774974010,respond,q9780,,sprint,b,mobile
1554774983680,respond,q9780,,sprint,c,mobile
1554774989548,submit,b7131,,sprint,,mobile
1554774989646,enter,e7131,,sprint,,mobile
1554775002374,quit,e7131,,sprint,,mobile
1554775002464,enter,b4097,,sprint,,mobile
1554775009296,respond,q5565,,sprint,b,mobile
1554775011623,respond,q5565,,sprint,c,mobile
1554775014258,submit,b4097,,sprint,,mobile
1554775014324,enter,e4097,,sprint,,mobile
1554775019618,quit,e4097,,sprint,,mobile
1554775019694,enter,b5138,,sprint,,mobile
1554775042811,respond,q6732,,sprint,a,mobile
1554775050722,submit,b5138,,sprint,,mobile
1554775050787,enter,e5138,,sprint,,mobile
1554775059688,quit,e5138,,sprint,,mobile
1554775059781,enter,b4217,,sprint,,mobile
1554775074965,respond,q5685,,sprint,d,mobile
1554775081321,submit,b4217,,sprint,,mobile
1554775081396,enter,e4217,,sprint,,mobile
1554775090264,quit,e4217,,sprint,,mobile
1554775090344,enter,b2627,,sprint,,mobile
1554775101134,respond,q4095,,sprint,c,mobile
1554775105630,submit,b2627,,sprint,,mobile
1554775105711,enter,e2627,,sprint,,mobile
1554775111264,quit,e2627,,sprint,,mobile
1554775111352,enter,b4394,,sprint,,mobile
1554775119516,respond,q5862,,sprint,b,mobile
1554775123647,respond,q5862,,sprint,a,mobile
1554775127825,submit,b4394,,sprint,,mobile
1554775127883,enter,e4394,,sprint,,mobile
1554775145239,quit,e4394,,sprint,,mobile
1554775162692,enter,b4385,,adaptive_offer,,mobile
1554775170784,respond,q5853,,adaptive_offer,a,mobile
1554775173542,respond,q5853,,adaptive_offer,b,mobile
1554775176763,submit,b4385,,adaptive_offer,,mobile
1554775176805,enter,e4385,,adaptive_offer,,mobile
1554775182114,quit,e4385,,adaptive_offer,,mobile
1554775182207,enter,b4394,,adaptive_offer,,mobile
1554775193544,respond,q5862,,adaptive_offer,b,mobile
1554775197477,submit,b4394,,adaptive_offer,,mobile
1554775197575,enter,e4394,,adaptive_offer,,mobile
1554775200799,quit,e4394,,adaptive_offer,,mobile
1554775202148,enter,e4394,,sprint,,mobile
1554775209003,quit,e4394,,sprint,,mobile
1554775209076,enter,b4694,,sprint,,mobile
1554775216932,respond,q6162,,sprint,b,mobile
1554775220833,submit,b4694,,sprint,,mobile
1554775220893,enter,e4694,,sprint,,mobile
1554775228291,quit,e4694,,sprint,,mobile
1554775312493,enter,b4707,,adaptive_offer,,mobile
1554775319374,respond,q6175,,adaptive_offer,a,mobile
1554775321859,respond,q6175,,adaptive_offer,d,mobile
1554775326133,submit,b4707,,adaptive_offer,,mobile
1554775326184,enter,e4707,,adaptive_offer,,mobile
1554775348847,quit,e4707,,adaptive_offer,,mobile
1554776101936,enter,b439,,sprint,,mobile
1554776102924,play_audio,b439,0,sprint,,mobile
1554776103213,respond,q439,,sprint,a,mobile
1554776104209,pause_audio,b439,1410,sprint,,mobile
1554776107093,submit,b439,,sprint,,mobile
1554776107247,enter,e439,,sprint,,mobile
1554776117067,quit,e439,,sprint,,mobile
1554784131870,enter,e4694,,my_note,,mobile
1554784283726,quit,e4694,,my_note,,mobile
1554882555497,enter,b5033,,sprint,,mobile
1554882558190,respond,q6501,,sprint,a,mobile
1554882559839,respond,q6501,,sprint,b,mobile
1554882560724,respond,q6501,,sprint,a,mobile
1554882561556,respond,q6501,,sprint,c,mobile
1554882562292,respond,q6501,,sprint,a,mobile
1554882562943,respond,q6501,,sprint,b,mobile
1554882563660,respond,q6501,,sprint,d,mobile
1554882564628,respond,q6501,,sprint,b,mobile
1554882565192,respond,q6501,,sprint,a,mobile
1554882565930,respond,q6501,,sprint,b,mobile
1554882566571,respond,q6501,,sprint,a,mobile
1554882567178,respond,q6501,,sprint,b,mobile
1554882567783,respond,q6501,,sprint,c,mobile
1554882568362,respond,q6501,,sprint,b,mobile
1554882569533,respond,q6501,,sprint,a,mobile
1554882570197,respond,q6501,,sprint,b,mobile
1554882570883,respond,q6501,,sprint,c,mobile
1554882571615,respond,q6501,,sprint,b,mobile
1554882572199,respond,q6501,,sprint,a,mobile
1554882572865,respond,q6501,,sprint,b,mobile
1554882573701,respond,q6501,,sprint,c,mobile
1554882574335,respond,q6501,,sprint,b,mobile
1554882574901,respond,q6501,,sprint,a,mobile
1554882575869,respond,q6501,,sprint,d,mobile
1554882584841,submit,b5033,,sprint,,mobile
1554882584902,enter,e5033,,sprint,,mobile
1554882591406,quit,e5033,,sprint,,mobile
1556609890911,enter,e5033,,sprint,,mobile
1556609898654,quit,e5033,,sprint,,mobile
1558490821263,enter,l273,,archive,,mobile
1558490829261,play_video,l273,0,archive,,mobile
1558490836056,pause_video,l273,5894,archive,,mobile
1558490836056,quit,l273,,archive,,mobile
1558490846450,enter,e5033,,sprint,,mobile
1558490853299,quit,e5033,,sprint,,mobile
1558490853423,enter,b6427,,sprint,,mobile
1558490862115,respond,q9076,,sprint,b,mobile
1558490866294,submit,b6427,,sprint,,mobile
1558490866374,enter,e6427,,sprint,,mobile
1558490875084,quit,e6427,,sprint,,mobile
1558491586685,enter,l38,,archive,,mobile
1558491596055,play_video,l38,0,archive,,mobile
1558491599536,pause_video,l38,2835,archive,,mobile
1558491599865,play_video,l38,25890,archive,,mobile
1558491601645,pause_video,l38,26725,archive,,mobile
1558491601718,play_video,l38,64249,archive,,mobile
1558491602641,pause_video,l38,26725,archive,,mobile
1558491603018,play_video,l38,9518,archive,,mobile
1558491603750,pause_video,l38,9518,archive,,mobile
1558491604068,play_video,l38,25597,archive,,mobile
1558491604792,pause_video,l38,9518,archive,,mobile
1558491605052,play_video,l38,67525,archive,,mobile
1558491618327,pause_video,l38,79427,archive,,mobile
1558491618646,play_video,l38,121678,archive,,mobile
1558491619713,pause_video,l38,122516,archive,,mobile
1558491619713,quit,l38,,archive,,mobile
1558880467804,enter,e6427,,sprint,,web
1558880482968,quit,e6427,,sprint,,web
1559614542927,enter,e6427,,sprint,,mobile
1559614551026,quit,e6427,,sprint,,mobile
1559630183723,enter,b2720,,sprint,,mobile
1559630191168,respond,q4188,,sprint,a,mobile
